File Path,Matched Keywords,Snippet 1,Snippet 2
apps/web/src/components/shadcn/alert.tsx,cn\s*\(,"className={cn(alertVariants({ variant }), className)}","className={cn(""mb-1 font-medium leading-none tracking-tight"", className)}"
apps/web/src/components/shadcn/aspect-ratio.tsx,radix,"import * as AspectRatioPrimitive from ""@radix-ui/react-aspect-ratio""",
apps/web/src/components/shadcn/avatar.tsx,cn\s*\(,className={cn(,"className={cn(""aspect-square h-full w-full object-cover"", className)}"
apps/web/src/components/shadcn/badge.tsx,"cn\s*\(, \bcva\b","<div className={cn(badgeVariants({ variant }), className)} {...props} />","import { cva, type VariantProps } from ""class-variance-authority"""
apps/web/src/components/shadcn/button.tsx,"cn\s*\(, \bcva\b","className={cn(buttonVariants({ variant, size, className }))}","import { cva, type VariantProps } from ""class-variance-authority"""
apps/web/src/components/shadcn/calendar.tsx,classnames,"classNames,",classNames={{
apps/web/src/components/shadcn/card.tsx,cn\s*\(,"className={cn(cardVariants({ variant }), className)}","className={cn(""flex flex-col space-y-1.5 p-6"", className)}"
apps/web/src/components/shadcn/chart.tsx,\bcolor[s]?\b,// AK Golf color palette for charts,// Preset color arrays for multi-series charts
apps/web/src/components/shadcn/checkbox.tsx,cn\s*\(,className={cn(,"className={cn(""flex items-center justify-center text-current"")}"
apps/web/src/components/shadcn/collapsible.tsx,radix,"import * as CollapsiblePrimitive from ""@radix-ui/react-collapsible""",
apps/web/src/components/shadcn/command.tsx,cn\s*\(,className={cn(,"className={cn(""max-h-[300px] overflow-y-auto overflow-x-hidden"", className)}"
apps/web/src/components/shadcn/dialog.tsx,cn\s*\(,className={cn(,"className={cn(""text-sm text-text-secondary"", className)}"
apps/web/src/components/shadcn/drawer.tsx,cn\s*\(,"className={cn(""fixed inset-0 z-50 bg-black/80"", className)}",className={cn(
apps/web/src/components/shadcn/dropdown-menu.tsx,cn\s*\(,className={cn(,"className={cn(""-mx-1 my-1 h-px bg-border-subtle"", className)}"
apps/web/src/components/shadcn/examples/DashboardExample.tsx,shadcn,* Dashboard Example using shadcn/ui components,* This shows how to combine shadcn/ui components with your existing
apps/web/src/components/shadcn/examples/GolfDashboardExample.tsx,"shadcn, typography",* Demonstrates how to use shadcn/ui components to build,"import { PageTitle } from ""../../typography"""
apps/web/src/components/shadcn/golf/category-progress-ring.tsx,cn\s*\(,"<div className={cn(""flex flex-col items-center gap-2"", className)}>",className={cn(
apps/web/src/components/shadcn/golf/goal-progress.tsx,cn\s*\(,"<CardTitle className={cn(""text-text-primary"", sizes.title)}>{title}</CardTitle>","<div className={cn(""flex items-center gap-1 text-xs font-medium"", statusInfo.color)}>"
apps/web/src/components/shadcn/golf/leaderboard-row.tsx,cn\s*\(,className={cn(,<span className={cn(
apps/web/src/components/shadcn/golf/player-stat-card.tsx,cn\s*\(,"<Card className={cn(""overflow-hidden"", className)}>","<p className={cn(""font-medium text-text-secondary"", sizeConfig.label)}>"
apps/web/src/components/shadcn/golf/score-input.tsx,cn\s*\(,"<div className={cn(""flex flex-col items-center"", className)}>","<div className={cn(""flex items-center"", config.container)}>"
apps/web/src/components/shadcn/golf/session-timer.tsx,cn\s*\(,className={cn(,
apps/web/src/components/shadcn/golf/skill-radar.tsx,"cn\s*\(, \bcolor[s]?\b","<Card className={cn(""overflow-hidden"", className)}>",color?: string
apps/web/src/components/shadcn/golf/streak-badge.tsx,cn\s*\(,className={cn(,"<Icon className={cn(sizes.icon, count >= 7 && ""animate-bounce"")} />"
apps/web/src/components/shadcn/golf/tournament-card.tsx,cn\s*\(,"<Card className={cn(""overflow-hidden"", className)}>",className={cn(
apps/web/src/components/shadcn/golf/training-category-badge.tsx,"cn\s*\(, \bcolor[s]?\b",className={cn(,colors: string
apps/web/src/components/shadcn/hover-card.tsx,"cn\s*\(, radix",className={cn(,"import * as HoverCardPrimitive from ""@radix-ui/react-hover-card"""
apps/web/src/components/shadcn/index.ts,"tailwind, shadcn",* These components use Tailwind CSS and are fully customizable.,* shadcn/ui Components
apps/web/src/components/shadcn/input.tsx,cn\s*\(,className={cn(,
apps/web/src/components/shadcn/label.tsx,"cn\s*\(, \bcva\b","className={cn(labelVariants(), className)}","import { cva, type VariantProps } from ""class-variance-authority"""
apps/web/src/components/shadcn/pagination.tsx,cn\s*\(,"className={cn(""mx-auto flex w-full justify-center"", className)}","className={cn(""flex flex-row items-center gap-1"", className)}"
apps/web/src/components/shadcn/popover.tsx,"cn\s*\(, radix",className={cn(,"import * as PopoverPrimitive from ""@radix-ui/react-popover"""
apps/web/src/components/shadcn/progress.tsx,"cn\s*\(, radix",className={cn(,"import * as ProgressPrimitive from ""@radix-ui/react-progress"""
apps/web/src/components/shadcn/radio-group.tsx,cn\s*\(,"className={cn(""grid gap-2"", className)}",className={cn(
apps/web/src/components/shadcn/scroll-area.tsx,cn\s*\(,"className={cn(""relative overflow-hidden"", className)}",className={cn(
apps/web/src/components/shadcn/select.tsx,cn\s*\(,className={cn(,"className={cn(""px-2 py-1.5 text-sm font-semibold text-text-primary"", className)}"
apps/web/src/components/shadcn/separator.tsx,cn\s*\(,className={cn(,
apps/web/src/components/shadcn/sheet.tsx,cn\s*\(,className={cn(,"className={cn(sheetVariants({ side }), className)}"
apps/web/src/components/shadcn/skeleton.tsx,cn\s*\(,"className={cn(""animate-pulse rounded-md bg-ak-mist"", className)}",
apps/web/src/components/shadcn/slider.tsx,"cn\s*\(, radix",className={cn(,"import * as SliderPrimitive from ""@radix-ui/react-slider"""
apps/web/src/components/shadcn/sonner.tsx,"classnames, shadow",classNames: {,"""group toast group-[.toaster]:bg-white group-[.toaster]:text-text-primary group-[.toaster]:border-border-subtle group-[."
apps/web/src/components/shadcn/switch.tsx,"cn\s*\(, radix",className={cn(,"import * as SwitchPrimitives from ""@radix-ui/react-switch"""
apps/web/src/components/shadcn/table.tsx,cn\s*\(,"className={cn(""w-full caption-bottom text-sm"", className)}","<thead ref={ref} className={cn(""[&_tr]:border-b"", className)} {...props} />"
apps/web/src/components/shadcn/tabs.tsx,"cn\s*\(, radix",className={cn(,"import * as TabsPrimitive from ""@radix-ui/react-tabs"""
apps/web/src/components/shadcn/textarea.tsx,"cn\s*\(, shadow",className={cn(,"""flex min-h-[100px] w-full rounded-lg border border-border-default bg-white px-3 py-2 text-sm text-text-primary shadow-s"
apps/web/src/components/shadcn/toggle-group.tsx,cn\s*\(,"className={cn(""flex items-center justify-center gap-1"", className)}",className={cn(
apps/web/src/components/shadcn/toggle.tsx,"cn\s*\(, \bcva\b","className={cn(toggleVariants({ variant, size, className }))}","import { cva, type VariantProps } from ""class-variance-authority"""
apps/web/src/components/shadcn/tooltip.tsx,"cn\s*\(, radix",className={cn(,"import * as TooltipPrimitive from ""@radix-ui/react-tooltip"""
apps/web/src/components/trajectory/Trajectory.tsx,\bcolor[s]?\b,"color: ""var(--text-primary)"",",// CRITICAL: Filter chips use neutral charcoal - not primary color
apps/web/src/components/typography/Headings.tsx,"tokens?, \bcolor[s]?\b",// DESIGN TOKENS,"color: 'var(--text-primary)',"
apps/web/src/components/typography/index.ts,typography,* Typography Components,
apps/web/src/components/ui/AKGolfAppDesignSystem.jsx,tokens?,"// For current Design System v2.1 (Forest Theme), see design-tokens.js",// DESIGN TOKENS & THEME SYSTEM
apps/web/src/components/ui/AKGolfLogo_Showcase.jsx,tokens?,* - /apps/web/src/design-tokens.js (design tokens),import { tokens } from '../design-tokens';
apps/web/src/components/ui/AK_Golf_Design_Examples.jsx,tokens?,import { tokens } from '../design-tokens';,// Design Tokens (using Design System v2.1)
apps/web/src/components/ui/BackToTop.jsx,tokens?,import { tokens } from '../../design-tokens';,"backgroundColor: tokens.colors.primary,"
apps/web/src/components/ui/Breadcrumbs.jsx,tokens?,import { tokens } from '../../design-tokens';,"marginBottom: tokens.spacing.md,"
apps/web/src/components/ui/ConfirmDialog.jsx,"tokens?, \bcolor[s]?\b",* Uses Button and Card primitives with semantic tokens,<IconComponent size={24} style={{ color: config.iconColor }} />
apps/web/src/components/ui/ExportButton.jsx,\bcolor[s]?\b,"color: 'var(--text-secondary)',","color: 'var(--text-primary)',"
apps/web/src/components/ui/FeatureErrorBoundary.jsx,\bcolor[s]?\b,<AlertTriangle size={24} color={'var(--error)'} style={{ margin: '0 auto 12px' }} />,"color: 'var(--text-primary)',"
apps/web/src/components/ui/KPICard.tsx,cn\s*\(,className={cn(,"className={cn(""text-4xl font-bold text-text-primary leading-none"", className)}"
apps/web/src/components/ui/ListSkeleton.jsx,border[-\s]?radius,"borderRadius: 'var(--radius-sm)',","borderRadius: 'var(--radius-md)',"
apps/web/src/components/ui/LoadingSkeleton.jsx,border[-\s]?radius,"borderRadius: 'var(--radius-sm)',","borderRadius: '50%',"
apps/web/src/components/ui/OfflineIndicator.tsx,tokens?,const token = localStorage.getItem('auth_token');,"Authorization: token ? `Bearer ${token}` : '',"
apps/web/src/components/ui/ProgressBar.tsx,cn\s*\(,"<div ref={ref} className={cn(""w-full"", className)} {...props}>",<div className={cn(progressBarContainerVariants({ thickness }))}>
apps/web/src/components/ui/Sparkline.tsx,"cn\s*\(, \bcolor[s]?\b","className={cn(""inline-block"", className)}","color?: ""primary"" | ""success"" | ""warning"" | ""danger"" | ""gray"""
apps/web/src/components/ui/ThemeToggle.jsx,"dark[\s-]?mode, \bcolor[s]?\b",* iOS-style toggle switch for dark mode,className={`relative inline-flex h-6 w-11 items-center rounded-full transition-colors ${
apps/web/src/components/ui/TrendIndicator.tsx,"cn\s*\(, \bcva\b",className={cn(,"import { cva, type VariantProps } from ""class-variance-authority"""
apps/web/src/components/ui/__tests__/LoadingState.test.js,tokens?,"it('uses correct styling from design tokens', () => {",
apps/web/src/components/ui/aarsplan_eksempel.jsx,"tokens?, \bcolor[s]?\b",import { tokens } from '../design-tokens';,"color: ""#6B7280"""
apps/web/src/components/ui/ak-benchmark-dashboard.jsx,tokens?,import { tokens } from '../design-tokens';,"<Radar name=""Score"" dataKey=""A"" stroke=""{tokens.colors.forest}"" fill=""{tokens.colors.forest}"" fillOpacity={0.3} strokeWi"
apps/web/src/components/ui/ak-intake-form-premium-v2.jsx,tokens?,import { tokens } from '../design-tokens';,"primary: tokens.colors.forest,           // Forest - CTA"
apps/web/src/components/ui/ak-player-intake-v1.jsx,"tokens?, \bcolor[s]?\b",import { tokens } from '../design-tokens';,const colors = {
apps/web/src/components/ui/index.js,design[\s-]?system,// Design System Components (UI Canon),
apps/web/src/components/ui/kategori_system_oversikt.jsx,tokens?,import { tokens } from '../design-tokens';,color: tokens.colors.success
apps/web/src/components/ui/utviklingsplan_b_nivaa.jsx,tokens?,import { tokens } from '../design-tokens';,"primary: tokens.colors.forest,       // #10456A (Forest)"
apps/web/src/components/video/AnnotationCanvas.jsx,"\bcolor[s]?\b, palette","color: 'var(--text-inverse)',",import ToolPalette from './ToolPalette';
apps/web/src/components/video/AnnotationMarker.jsx,"tokens?, \bcolor[s]?\b",// Annotation type icons and colors using semantic tokens,* - Color-coded by annotation type
apps/web/src/components/video/AnnotationTimeline.jsx,\bcolor[s]?\b,* - Color-coded by type,"color: 'var(--text-primary, white)',"
apps/web/src/components/video/ShareDialog.jsx,tokens?,"const token = Math.random().toString(36).substring(2, 15);",setShareLink(`${baseUrl}/video/share/${video.id}?token=${token}`);
apps/web/src/components/video/ToolPalette.jsx,\bcolor[s]?\b,* - Color picker,"color: 'var(--text-tertiary)',"
apps/web/src/components/video/VideoAnalyzer.jsx,\bcolor[s]?\b,"color: 'var(--text-inverse)',","color: 'var(--error)',"
apps/web/src/components/video/VideoComparison.jsx,\bcolor[s]?\b,"color: 'var(--text-inverse)',","color: 'var(--background-inverse)',"
apps/web/src/components/video/VideoControls.jsx,\bcolor[s]?\b,"color: 'var(--text-inverse)',","transition: 'background-color 0.2s',"
apps/web/src/components/video/VideoPlayer.jsx,\bcolor[s]?\b,"color: 'var(--text-inverse)',","color: 'var(--error)',"
apps/web/src/components/video/VideoUploader.jsx,\bcolor[s]?\b,"color: 'var(--accent)',","color: 'var(--background-inverse)',"
apps/web/src/components/video/VoiceRecorder.jsx,\bcolor[s]?\b,"color: 'var(--text-primary, white)',","color: 'var(--error)',"
apps/web/src/components/video/index.js,palette,export { ToolPalette } from './ToolPalette';,
apps/web/src/components/widgets/AIChatWidget.tsx,\bcolor[s]?\b,<Bot size={20} style={{ color: 'var(--accent)' }} />,"<Bot size={48} style={{ color: 'var(--accent)', opacity: 0.5 }} />"
apps/web/src/components/widgets/PeerComparisonWidget.tsx,\bcolor[s]?\b,const color = getColor(percentile);,"<span style={{ fontSize: s.fontSize, color: 'var(--text-secondary)' }}>"
apps/web/src/config/coach-navigation.js,\bcolor[s]?\b,"INJURY: { label: 'Sykdom/skade', icon: 'Stethoscope', color: 'error' },","SLEEP: { label: 'Lite søvn', icon: 'Moon', color: 'warning' },"
apps/web/src/config/navigation.js,\bcolor[s]?\b,"color: 'error',","color: 'warning',"
apps/web/src/config/player-navigation-v2.ts,\bcolor[s]?\b,"color: 'error',",
apps/web/src/contexts/AuthContext.jsx,tokens?,// Check for existing token on mount,const token = localStorage.getItem('accessToken');
apps/web/src/contexts/AuthContext.tsx,tokens?,accessToken: string;,// Check for existing token on mount
apps/web/src/contexts/NotificationContext.jsx,tokens?,"const connectRealtime = useCallback((userId, token) => {",if (!userId || !token) {
apps/web/src/contexts/NotificationContext.tsx,tokens?,subscribeToPushNotifications: (token: string) => Promise<boolean>;,"connectRealtime: (userId: string, token: string) => void;"
apps/web/src/contexts/ThemeContext.jsx,"dark[\s-]?mode, \bcolor[s]?\b",* - 'dark': Always dark mode,(themeValue === 'system' && window.matchMedia('(prefers-color-scheme: dark)').matches);
apps/web/src/contexts/ThemeContext.tsx,\bcolor[s]?\b,(themeValue === 'system' && window.matchMedia('(prefers-color-scheme: dark)').matches);,const mediaQuery = window.matchMedia('(prefers-color-scheme: dark)');
apps/web/src/design-tokens.js,"tailwind, tokens?","* For CSS/Tailwind, prefer CSS variables (var(--token-name)).",* JavaScript Design Tokens
apps/web/src/features/__tests__/contract-enforcement.test.ts,tailwind,"""#22c55e"", // tailwind green","""#ef4444"", // tailwind red"
apps/web/src/features/achievements/AchievementsDashboard.jsx,\bcolor[s]?\b,* Uses design system colors (Blue Palette 01) for consistent styling.,className={`px-4 py-2 rounded-lg font-medium capitalize whitespace-nowrap transition-colors ${
apps/web/src/features/admin-coach-management/AdminCoachManagement.tsx,\bcolor[s]?\b,"color: 'var(--bg-primary)',","<Loader2 size={32} className=""animate-spin"" color=""var(--accent)"" />"
apps/web/src/features/admin-escalation/AdminEscalationSupport.tsx,\bcolor[s]?\b,"<Loader2 size={32} className=""animate-spin"" color=""var(--accent)"" />","color: 'var(--error)',"
apps/web/src/features/admin-feature-flags/AdminFeatureFlagsEditor.tsx,tokens?,const token = localStorage.getItem('token');,"headers: { 'Authorization': `Bearer ${token}` },"
apps/web/src/features/admin-system-overview/AdminSystemOverview.tsx,\bcolor[s]?\b,"<Loader2 size={32} className=""animate-spin"" color=""var(--accent)"" />",<Shield size={18} color={'var(--text-secondary)'} />
apps/web/src/features/admin-tier-management/AdminTierManagement.tsx,\bcolor[s]?\b,"<Loader2 size={32} className=""animate-spin"" color=""var(--accent)"" />","<div style={{ fontSize: '15px', lineHeight: '20px', fontWeight: 500, color: 'var(--text-primary)' }}>"
apps/web/src/features/annual-plan/Aarsplan.jsx,"tokens?, \bcolor[s]?\b",import { tokens } from '../../design-tokens';,// Period colors (Blue Palette 01)
apps/web/src/features/annual-plan/AarsplanGenerator.jsx,\bcolor[s]?\b,"color: isCompleted || isActive ? 'white' : 'var(--text-secondary)',","color: isActive ? 'var(--text-primary)' : 'var(--text-secondary)',"
apps/web/src/features/annual-plan/PlanPreview.jsx,\bcolor[s]?\b,className={`py-4 px-6 font-medium capitalize border-b-2 transition-colors whitespace-nowrap ${,style={{ color: 'var(--color-status-error)' }}
apps/web/src/features/archive/Arkiv.jsx,\bcolor[s]?\b,"color: 'var(--accent)',","color: 'var(--success)',"
apps/web/src/features/auth/ForgotPassword.jsx,\bcolor[s]?\b,<AKLogo size={60} color={'var(--accent)'} />,"color: 'var(--text-secondary)',"
apps/web/src/features/auth/Login.jsx,\bcolor[s]?\b,<AKLogo size={60} color={'var(--accent)'} />,"color: 'var(--text-secondary)',"
apps/web/src/features/auth/ResetPassword.jsx,tokens?,const token = searchParams.get('token');,"await authAPI.resetPassword(token, email, password);"
apps/web/src/features/auth/VerifyResetToken.jsx,tokens?,const VerifyResetToken = () => {,const token = searchParams.get('token');
apps/web/src/features/auth/__tests__/ResetPassword.test.jsx,tokens?,"const TestWrapper = ({ children, token = 'test-token', email = 'test@example.com' }) => {",const search = `?token=${token}&email=${encodeURIComponent(email)}`;
apps/web/src/features/badges/Badges.css,\bcolor[s]?\b,* All colors use CSS variables from index.css,background-color: var(--background-default);
apps/web/src/features/bevis/BevisContainer.tsx,cn\s*\(,"<div className={cn(""text-2xl font-bold"", color)}>{value}</div>","<Badge variant=""outline"" className={cn(""text-[10px] font-medium border"", getCategoryColor(video.category))}>"
apps/web/src/features/calendar-oversikt/CalendarOversiktPage.tsx,\bcolor[s]?\b,style={{ color: 'var(--calendar-text-tertiary)' }},style={{ color: 'var(--error)' }}
apps/web/src/features/calendar-oversikt/CalendarOversiktWidget.tsx,\bcolor[s]?\b,"className=""flex items-center gap-1 text-caption-1 font-medium text-ak-text-tertiary hover:text-ak-text-secondary transit",className={`flex-1 flex flex-col items-center py-2 px-1 rounded-ak-sm transition-colors duration-ak-fast ${
apps/web/src/features/calendar-oversikt/components/EventLegend.tsx,"tokens?, \bcolor[s]?\b",* Uses semantic tokens only (no raw hex values).,* Color-coded legend showing all event sources.
apps/web/src/features/calendar-oversikt/components/OversiktDayView.tsx,"tokens?, \bcolor[s]?\b",* Uses semantic tokens only (no raw hex values).,style={{ color: 'var(--calendar-text-tertiary)' }}
apps/web/src/features/calendar-oversikt/components/OversiktHeader.tsx,"tokens?, \bcolor[s]?\b",* Uses semantic tokens only (no raw hex values).,"className=""p-2 rounded-lg transition-colors"""
apps/web/src/features/calendar-oversikt/components/OversiktMonthView.tsx,"tokens?, \bcolor[s]?\b",* Uses semantic tokens only (no raw hex values).,* Uses source-based color coding with dots and event titles.
apps/web/src/features/calendar-oversikt/components/OversiktWeekView.tsx,"tokens?, \bcolor[s]?\b",* Uses semantic tokens only (no raw hex values).,* Uses source-based color coding instead of status-based.
apps/web/src/features/calendar-oversikt/types.ts,"tokens?, \bcolor[s]?\b",// Color mapping using semantic CSS tokens,// Color configuration for each event source
apps/web/src/features/calendar/BookTrenerContainer.jsx,\bcolor[s]?\b,"color: 'var(--bg-primary)',","color: 'var(--text-primary)',"
apps/web/src/features/calendar/CalendarPage.tsx,"tokens?, \bcolor[s]?\b",* Uses semantic tokens only (no raw hex values).,"color: 'var(--text-secondary)',"
apps/web/src/features/calendar/Kalender.tsx,cn\s*\(,className={cn(,<p className={cn(
apps/web/src/features/calendar/components/CalendarDayView.tsx,"tokens?, \bcolor[s]?\b",* Uses semantic tokens only (no raw hex values).,"className=""flex items-center gap-1.5 px-4 py-2 rounded-lg font-medium text-sm transition-colors"""
apps/web/src/features/calendar/components/CalendarHeader.tsx,"tokens?, \bcolor[s]?\b",* Uses semantic tokens only (no raw hex values).,"className=""p-2 rounded-lg transition-colors"""
apps/web/src/features/calendar/components/CalendarMonthView.tsx,"tokens?, \bcolor[s]?\b",* Uses semantic tokens only (no raw hex values).,color:
apps/web/src/features/calendar/components/CalendarWeekView.tsx,"tokens?, \bcolor[s]?\b",* Uses semantic tokens only (no raw hex values).,color: isWeekend
apps/web/src/features/calendar/components/CalendarYearView.tsx,"tokens?, \bcolor[s]?\b",* Uses semantic tokens only (no raw hex values).,color: isCurrentMonth
apps/web/src/features/calendar/components/CreateSessionModal.tsx,"tokens?, \bcolor[s]?\b",* Uses semantic tokens only (no raw hex values).,style={{ color: 'var(--calendar-text-primary)' }}
apps/web/src/features/calendar/components/EventDetailsPanel.tsx,"tokens?, \bcolor[s]?\b",* Uses semantic tokens only (no raw hex values).,"color: statusBadge.text,"
apps/web/src/features/calendar/components/NotionWeekView.tsx,"tokens?, \bcolor[s]?\b",// Get session type color - uses semantic tokens from design system,"const colors: Record<string, string> = {"
apps/web/src/features/calendar/components/SessionPreviewModal.jsx,tokens?,import { tokens } from '../../../design-tokens';,return colors[type] || tokens.colors.steel;
apps/web/src/features/calendar/components/session-planner/SessionPlannerModal.tsx,"tokens?, \bcolor[s]?\b",* Uses semantic tokens only (no raw hex values).,style={{ color: 'var(--calendar-text-primary)' }}
apps/web/src/features/calendar/components/session-planner/shared/StepIndicator.tsx,"tokens?, \bcolor[s]?\b",* Uses semantic tokens only (no raw hex values).,color: isActive || isCompleted
apps/web/src/features/calendar/components/session-planner/steps/AreaStep.tsx,"tokens?, \bcolor[s]?\b",* Uses semantic tokens only.,color: isSelected
apps/web/src/features/calendar/components/session-planner/steps/ContextStep.tsx,"tokens?, \bcolor[s]?\b",* Uses semantic tokens only.,style={{ color: 'var(--calendar-text-secondary)' }}
apps/web/src/features/calendar/components/session-planner/steps/FocusStep.tsx,"tokens?, \bcolor[s]?\b",* Uses semantic tokens only.,style={{ color: 'var(--calendar-text-secondary)' }}
apps/web/src/features/calendar/components/session-planner/steps/LPhaseStep.tsx,"tokens?, \bcolor[s]?\b",* Uses semantic tokens only.,style={{ color: 'var(--calendar-text-secondary)' }}
apps/web/src/features/calendar/components/session-planner/steps/PyramidStep.tsx,"tokens?, \bcolor[s]?\b",* Uses semantic tokens only.,style={{ color: 'var(--calendar-text-secondary)' }}
apps/web/src/features/calendar/components/session-planner/steps/SummaryStep.tsx,"tokens?, \bcolor[s]?\b",* Uses semantic tokens only.,style={{ color: 'var(--calendar-text-tertiary)' }}
apps/web/src/features/calendar/day-view/DayViewExecution.tsx,\bcolor[s]?\b,"color: 'var(--text-tertiary)',","transition: 'color 0.15s ease',"
apps/web/src/features/calendar/day-view/DecisionAnchor.tsx,"tokens?, \bcolor[s]?\b",// Semantic style tokens (NO raw hex values),"color: 'var(--text-tertiary)',"
apps/web/src/features/calendar/day-view/EventCard.tsx,"tokens?, \bcolor[s]?\b",// Category color mapping using semantic tokens,"color: 'var(--text-primary)',"
apps/web/src/features/calendar/day-view/EventDetailPanel.tsx,\bcolor[s]?\b,"color: 'var(--text-tertiary)',","transition: 'background-color 0.15s ease',"
apps/web/src/features/calendar/day-view/README.md,tokens?,**CRITICAL**: This implementation uses **semantic CSS tokens only**.,Token mapping:
apps/web/src/features/calendar/day-view/TimeGrid.tsx,"tokens?, \bcolor[s]?\b",// Semantic style tokens (NO raw hex values),"color: 'var(--text-tertiary)',"
apps/web/src/features/calendar/day-view/TimePickerModal.tsx,\bcolor[s]?\b,"color: 'var(--text-primary)',","color: 'var(--text-tertiary)',"
apps/web/src/features/calendar/day-view/WorkoutContentViewer.tsx,\bcolor[s]?\b,"color: 'var(--text-primary)',","color: 'var(--text-tertiary)',"
apps/web/src/features/calendar/day-view/WorkoutSelectorModal.tsx,\bcolor[s]?\b,"color: 'var(--text-primary)',","color: 'var(--text-tertiary)',"
apps/web/src/features/calendar/views/DayView.jsx,classnames,function classNames(...classes) {,className={classNames(
apps/web/src/features/calendar/views/MonthView.jsx,classnames,function classNames(...classes) {,className={classNames(
apps/web/src/features/calendar/views/TournamentView.jsx,tokens?,import { tokens } from '../../../design-tokens';,"return { label: 'Fullført', color: tokens.colors.steel };"
apps/web/src/features/calendar/views/WeekView.jsx,classnames,function classNames(...classes) {,className={classNames(
apps/web/src/features/calendar/views/YearView.jsx,\bcolor[s]?\b,"className=""p-2 hover:bg-ak-snow rounded-lg transition-colors""","{ type: 'evaluering', label: 'Evaluering', color: 'var(--text-muted)' },"
apps/web/src/features/coach-athlete-detail/CoachAthleteDetail.tsx,\bcolor[s]?\b,"color: 'white',","transition: 'background-color 0.2s ease',"
apps/web/src/features/coach-athlete-list/CoachAthleteList.tsx,\bcolor[s]?\b,"const colors = ['var(--accent)', 'var(--success)', 'var(--warning)'];",const bgColor = colors[Math.abs(hash) % colors.length];
apps/web/src/features/coach-athlete-status/CoachAthleteStatus.tsx,\bcolor[s]?\b,"<Activity size={24} color=""white"" />","color: 'var(--text-primary)',"
apps/web/src/features/coach-athlete-tournaments/CoachAthleteTournaments.tsx,\bcolor[s]?\b,const Avatar: React.FC<{ name: string; color: string; size?: number }> = ({,"color,"
apps/web/src/features/coach-athletes/CoachAthleteHub.tsx,\bcolor[s]?\b,"color: isActive ? 'var(--accent)' : 'var(--text-tertiary)',","transition: 'color 0.15s ease',"
apps/web/src/features/coach-booking/CoachBookingCalendar.tsx,\bcolor[s]?\b,// Get status color,"color: 'var(--text-secondary)',"
apps/web/src/features/coach-booking/CoachBookingRequests.tsx,\bcolor[s]?\b,"color: 'var(--success)',","color: 'var(--error)',"
apps/web/src/features/coach-booking/CoachBookingSettings.tsx,\bcolor[s]?\b,<Clock size={20} color={'var(--accent)'} />,"transition: 'background-color 0.2s',"
apps/web/src/features/coach-booking/index.ts,"palette, design[\s-]?system",* Design System v3.0 - Blue Palette 01,
apps/web/src/features/coach-dashboard/CoachDashboard.tsx,\bcolor[s]?\b,{Icon && <Icon size={18} style={{ color: 'var(--accent)' }} />},// Generate consistent color from name
apps/web/src/features/coach-dashboard/widgets/CoachInjuryTracker.tsx,\bcolor[s]?\b,// Get icon and color for record type/status,"color: 'var(--success)',"
apps/web/src/features/coach-dashboard/widgets/CoachPlayerAlerts.tsx,tokens?,const token = localStorage.getItem('token');,"'Authorization': `Bearer ${token}`,"
apps/web/src/features/coach-dashboard/widgets/CoachWeeklyTournaments.tsx,\bcolor[s]?\b,<Trophy size={20} style={{ color: 'var(--warning)' }} />,"color: 'var(--text-primary)',"
apps/web/src/features/coach-exercises/CoachExerciseLibrary.tsx,\bcolor[s]?\b,"const colors: Record<string, { bg: string; text: string }> = {","return colors[cat] || { bg: 'var(--card)', text: 'var(--text-tertiary)' };"
apps/web/src/features/coach-exercises/CoachExerciseTemplates.tsx,\bcolor[s]?\b,"const colors: Record<string, { bg: string; text: string }> = {","return colors[cat] || { bg: 'var(--card)', text: 'var(--text-tertiary)' };"
apps/web/src/features/coach-exercises/CoachMyExercises.tsx,\bcolor[s]?\b,"const colors: Record<string, { bg: string; text: string }> = {","return colors[cat] || { bg: 'var(--card)', text: 'var(--text-tertiary)' };"
apps/web/src/features/coach-exercises/CoachSessionTemplateEditor.tsx,\bcolor[s]?\b,<ArrowLeft size={20} color={'var(--text-primary)'} />,"<PageTitle style={{ fontSize: '24px', lineHeight: '32px', fontWeight: 700, color: 'var(--text-primary)', margin: 0 }}>"
apps/web/src/features/coach-groups/CoachGroupCreate.tsx,\bcolor[s]?\b,color: string;,"color: 'var(--accent)',"
apps/web/src/features/coach-groups/CoachGroupDetail.tsx,\bcolor[s]?\b,// Exercise category colors,// Get trend icon and color
apps/web/src/features/coach-groups/CoachGroupList.tsx,\bcolor[s]?\b,"{ label: 'Totalt grupper', value: groups.length, color: 'var(--accent)' },","{ label: 'Spillere', value: totalMembers, color: 'var(--success)' },"
apps/web/src/features/coach-groups/CoachGroupPlan.tsx,"tokens?, \bcolor[s]?\b",// Category colors - using semantic session tokens,<Flag size={16} style={{ color: 'var(--ak-brand-primary)' }} />
apps/web/src/features/coach-intelligence/CoachAlertsPage.tsx,\bcolor[s]?\b,"return { icon: CheckCircle, color: 'var(--success)', label: ""Dokumentasjon"" };","return { icon: Clock, color: 'var(--warning)', label: ""Treningsplan"" };"
